,DRR022925,DRR237582,ERR232406,ERR232408,ERR232409,ERR232411,ERR232412,ERR232413,ERR232414,ERR232417,ERR232418,ERR232420,ERR232421,ERR232422,ERR232429,ERR232430,ERR232431,ERR232432,ERR232437,ERR232438,ERR232440,ERR232441,ERR769510.1,SRR12894196,SRR2954803.1,SRR4002443.1,SRR5676587.1,SRR617720.1,SRR617722.1,SRR617734.1,SRR617745.1,SRR6434917.1,SRR7418924.1,SRR7418926.1,SRR7418928.1,SRR7418930.1,SRR7418934.1,SRR7418935.1,SRR7418936.1,SRR7418938.1,SRR7418939.1,SRR7418941.1,SRR7418942.1,SRR7418944.1,SRR7418947.1,SRR7418949.1,SRR8759697.1,SRR9067511.1
Afu2g04910,99.6,99.3,100.0,100.0,99.6,99.6,99.6,99.6,100.0,100.0,100.0,100.0,99.6,99.6,99.6,100.0,100.0,100.0,100.0,99.6,99.6,99.3,99.6,99.6,100.0,100.0,99.6,99.6,99.6,100.0,99.6,99.6,100.0,100.0,100.0,100.0,99.6,98.9,100.0,99.6,99.3,100.0,100.0,99.6,99.6,99.6,100.0,100.0
Afu2g04920,99.9,99.9,100.0,98.8,96.5,96.5,99.0,97.9,98.0,96.3,98.8,98.8,94.7,99.9,96.5,98.8,98.8,99.8,98.6,97.7,97.7,96.5,98.8,98.8,96.5,98.8,98.8,97.9,94.7,96.5,98.8,99.0,96.5,96.5,96.5,96.5,99.0,96.3,98.0,98.8,98.8,98.9,98.8,97.7,97.7,97.9,98.8,98.4
Afu2g04930,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g04940,99.8,99.8,100.0,99.8,99.4,99.4,99.6,99.6,99.8,99.8,99.8,99.8,99.6,99.8,99.4,99.8,99.8,99.6,99.6,99.4,99.4,99.1,99.8,99.8,99.4,99.8,99.8,99.6,99.6,99.4,99.8,99.6,99.4,99.4,99.4,99.4,99.6,99.1,99.8,99.8,99.8,99.6,99.8,99.4,99.4,99.6,99.8,99.6
Afu2g04950,100.0,100.0,100.0,100.0,99.4,99.4,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,99.4,99.4,99.4,100.0,100.0,99.4,100.0,100.0,100.0,100.0,99.4,100.0,100.0,99.4,99.4,99.4,99.4,100.0,99.4,100.0,100.0,100.0,99.7,99.7,99.4,99.4,100.0,100.0,100.0
Afu2g04970,100.0,100.0,100.0,100.0,99.4,99.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,99.4,99.4,99.4,100.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,100.0,99.4,99.4,100.0,100.0,100.0
Afu2g04980,99.8,99.8,100.0,99.8,99.6,99.6,99.8,99.8,100.0,99.8,99.8,99.8,99.8,100.0,99.6,99.8,99.8,100.0,100.0,99.6,99.6,99.6,99.8,100.0,98.8,99.8,99.8,99.8,99.8,98.8,100.0,99.8,99.0,99.0,99.0,98.8,99.8,99.6,100.0,100.0,100.0,99.8,99.8,99.6,99.6,99.8,99.8,99.8
Afu2g05000,100.0,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,99.8,99.6,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,99.8,100.0,99.8,99.8,100.0,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0
Afu2g05010,100.0,100.0,100.0,98.1,99.8,98.1,100.0,100.0,98.1,99.8,98.1,99.8,98.3,99.8,98.1,98.1,98.1,99.8,100.0,99.8,99.8,98.1,98.3,99.8,97.9,98.1,100.0,100.0,100.0,97.9,99.8,100.0,97.9,99.7,97.9,97.9,100.0,99.8,98.1,100.0,98.1,100.0,98.1,99.8,99.8,98.3,99.8,98.1
Afu2g05020,99.9,99.9,98.8,98.8,99.6,97.5,98.8,99.9,98.8,99.9,98.8,99.9,98.8,98.7,97.5,98.8,98.8,99.9,99.9,99.6,99.6,97.5,98.7,98.7,97.3,98.8,99.9,99.9,99.9,97.2,98.7,98.8,97.1,97.2,97.1,97.3,98.8,97.5,98.7,98.7,98.7,100.0,98.8,99.6,99.6,98.8,98.8,98.8
Afu2g05030,92.3,92.3,92.3,77.7,92.3,92.3,92.3,92.3,77.7,77.7,77.7,77.7,92.3,92.3,92.3,77.7,77.7,92.3,92.3,92.3,92.3,92.3,92.3,92.3,77.7,77.7,92.3,92.3,92.3,77.7,92.3,92.3,77.7,77.7,77.7,77.0,92.3,92.3,77.7,92.3,92.3,92.3,77.7,77.7,92.3,92.3,77.7,92.3
Afu2g05040,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,99.7,99.7,99.7,99.7,100.0,100.0,100.0,99.7,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,99.7,100.0,100.0,100.0,99.7,100.0,100.0,99.7,99.7,99.7,99.8,100.0,100.0,99.7,100.0,100.0,100.0,99.7,99.5,100.0,100.0,99.7,100.0
Afu2g05060,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g05070,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0
Afu2g05080,99.8,99.9,100.0,99.9,99.9,99.9,99.9,99.9,100.0,100.0,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.7,99.9,99.9,98.9,99.9,99.7,100.0,98.9,99.7,99.7,99.7,99.7,99.9,99.9,100.0,99.8,100.0,100.0,100.0,99.9,99.9,99.9,99.9,99.9
Afu2g05085,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,100.0,100.0,100.0,100.0,99.5,100.0,100.0,99.5,99.5,99.5,99.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g05090,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g05100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,99.6,99.6,100.0,100.0,100.0,99.6,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0
Afu2g05110,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g05115,95.8,95.8,95.8,99.1,95.8,99.1,92.1,95.8,99.1,95.8,99.1,95.8,99.1,95.8,99.1,99.1,99.1,75.3,95.8,95.4,95.8,99.1,99.1,95.8,0.0,99.1,95.8,95.8,95.8,0.0,95.4,95.8,0.0,0.0,0.0,0.0,95.8,95.4,99.1,95.8,98.6,95.8,99.1,95.8,95.8,99.1,95.8,98.1
Afu2g05120,100.0,100.0,100.0,99.9,100.0,100.0,99.9,99.9,100.0,100.0,99.9,100.0,100.0,99.9,100.0,99.9,99.9,100.0,99.6,100.0,100.0,100.0,99.8,99.9,99.7,100.0,99.8,100.0,100.0,99.7,100.0,100.0,99.7,99.7,99.7,99.7,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0
Afu2g05140,94.0,94.0,94.5,94.5,94.5,94.5,95.0,94.0,94.5,94.5,94.5,94.5,96.2,94.0,94.5,94.5,94.5,94.0,94.0,94.5,94.5,94.5,96.6,94.0,94.4,94.5,94.0,94.0,94.0,94.3,94.5,94.0,94.4,94.4,94.4,94.3,93.9,94.5,94.5,94.0,94.5,84.4,94.5,94.0,93.7,96.2,94.5,94.5
Afu2g05170,0.0,77.7,0.0,82.1,79.8,82.1,77.7,72.4,83.8,82.1,82.1,0.0,0.0,72.4,82.1,82.1,82.1,0.0,72.4,79.8,79.8,82.1,82.1,72.4,83.4,82.1,72.4,0.0,0.0,78.8,0.0,0.0,0.0,0.0,83.4,83.4,0.0,79.8,0.0,0.0,82.1,79.3,0.0,72.4,0.0,77.7,82.1,83.8
Afu2g05180,85.3,91.8,86.2,92.9,93.0,92.8,91.2,91.8,92.8,92.3,92.9,86.2,98.7,92.0,92.9,92.9,92.9,85.3,91.3,100.0,99.7,93.1,92.9,92.0,92.5,92.9,92.0,85.3,85.3,92.6,86.2,85.3,86.0,86.0,92.5,92.5,85.3,100.0,86.1,85.3,92.9,99.8,90.8,92.0,85.3,91.8,92.9,92.9
Afu2g05190,99.6,99.6,100.0,99.6,99.8,99.6,99.5,99.6,99.6,99.5,99.6,99.6,99.6,99.6,99.8,99.6,99.6,99.6,99.6,99.8,99.8,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.5,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.8,99.6,99.6,100.0,99.6,99.6,99.6,99.6,99.6,99.8
Afu2g05200,0.0,86.9,100.0,86.9,99.4,100.0,86.9,86.9,86.9,100.0,86.9,86.9,86.9,86.9,99.4,86.9,86.9,86.9,86.9,99.4,99.4,100.0,86.9,86.9,100.0,86.9,0.0,86.9,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,86.9,0.0,0.0,86.9,86.9,0.0,86.9,86.9,86.9,86.9,86.9,100.0
Afu2g05210,99.7,99.7,100.0,99.5,99.8,99.7,99.6,99.7,99.5,99.4,99.5,99.5,99.6,99.6,99.8,99.6,99.6,99.7,99.6,99.8,99.7,99.7,99.7,99.7,99.8,99.6,99.7,99.7,99.7,99.8,99.7,99.7,99.8,99.8,99.8,99.8,99.7,99.7,99.8,99.7,99.7,99.9,99.6,99.6,99.7,99.7,99.6,99.4
Afu2g05220,99.3,99.3,100.0,99.3,99.8,99.5,99.8,99.3,99.3,99.6,99.3,99.3,99.3,99.3,99.8,99.3,99.3,99.3,99.3,99.8,99.7,99.5,99.3,99.3,99.8,99.3,99.3,99.3,99.3,99.7,99.3,99.3,99.8,99.8,99.8,99.8,99.3,99.5,99.8,99.3,99.3,99.8,99.3,99.3,99.3,99.3,99.3,99.5
Afu2g05230,99.7,99.7,100.0,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,100.0,99.7,99.7,99.7,99.7,100.0,99.7,99.7,100.0,100.0,100.0,100.0,99.7,99.4,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7
Afu2g05240,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.2,100.0,100.0,100.0,100.0,99.3,100.0,100.0,99.3,99.3,99.2,99.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0
Afu2g05250,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.6,99.8,99.8,99.8,99.8,99.6,99.8,99.8,99.6,99.6,99.6,99.6,99.8,99.8,99.6,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.7,99.8
Afu2g05260,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,99.8,100.0,99.5,100.0,99.8,100.0,100.0,99.5,100.0,100.0,99.5,99.5,99.5,99.5,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8
Afu2g05270,99.7,99.7,100.0,100.0,96.6,96.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.6,100.0,100.0,100.0,100.0,96.6,96.6,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,99.4,100.0,100.0,99.4,99.4,99.4,99.4,100.0,96.9,100.0,100.0,100.0,100.0,100.0,96.9,99.7,100.0,100.0,100.0
Afu2g05290,100.0,100.0,100.0,99.4,100.0,99.7,100.0,100.0,100.0,99.4,99.4,99.4,100.0,100.0,100.0,99.4,99.4,100.0,100.0,100.0,100.0,99.4,100.0,100.0,98.7,99.4,100.0,100.0,100.0,98.7,100.0,100.0,98.7,98.7,98.7,98.7,100.0,100.0,99.4,100.0,100.0,100.0,99.4,100.0,100.0,100.0,99.4,100.0
Afu2g05310,98.0,98.0,100.0,97.9,97.2,97.9,100.0,98.0,100.0,100.0,97.9,97.3,100.0,98.0,97.9,97.9,97.9,100.0,97.2,97.9,99.3,97.9,98.0,98.0,97.6,97.9,98.0,97.9,98.0,97.6,98.0,97.9,97.6,97.6,97.6,97.6,98.0,97.9,98.0,98.0,98.0,98.0,97.9,97.8,97.9,98.0,97.9,97.9
Afu2g05325,100.0,99.8,100.0,100.0,99.8,99.8,100.0,99.8,100.0,100.0,100.0,100.0,99.8,99.8,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,100.0,100.0,99.8,99.8,99.6,99.8,99.8,99.8,99.8,99.8,99.6,99.8,100.0,100.0,100.0,100.0,99.8,100.0,99.8,99.8,99.8,100.0,99.8
Afu2g05340,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g05350,98.6,98.6,98.8,98.8,98.6,98.6,98.8,98.8,98.8,100.0,98.8,98.8,98.8,98.8,98.6,98.8,98.8,98.6,98.8,98.4,98.6,98.8,98.8,98.8,98.1,98.8,98.8,98.8,98.8,98.1,98.8,98.8,97.9,97.9,97.9,98.1,98.8,98.6,98.8,98.8,98.4,98.6,98.8,98.8,98.4,98.8,98.8,98.8
Afu2g05360,99.9,99.9,100.0,99.9,99.9,99.9,99.9,99.9,99.9,99.7,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.2,99.9,99.9,99.9,99.9,99.3,99.9,99.9,99.1,99.1,99.1,99.3,99.9,99.9,99.9,99.9,99.9,100.0,99.2,99.9,99.7,99.2,99.2,99.2
Afu2g05380,99.9,96.6,96.6,96.6,96.3,0.0,99.3,92.4,96.6,96.3,96.6,86.0,96.5,96.5,96.3,96.6,96.6,96.6,99.3,89.1,0.0,87.4,96.5,96.5,95.6,96.6,92.5,96.3,96.5,95.4,89.0,99.7,95.6,95.4,95.6,95.6,95.7,92.4,92.7,92.5,99.5,100.0,99.7,96.3,99.7,95.3,95.9,89.0
Afu2g05390,99.9,99.9,100.0,99.9,100.0,100.0,100.0,100.0,99.9,100.0,99.9,99.9,100.0,100.0,99.9,99.9,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,99.9,100.0,100.0,100.0,99.7,100.0,100.0,99.7,99.7,99.7,99.7,100.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.9
Afu2g05400,99.9,99.9,100.0,99.9,99.9,99.9,100.0,100.0,99.9,99.7,99.9,99.7,100.0,100.0,99.9,99.9,99.9,99.9,100.0,99.9,99.9,99.9,100.0,100.0,99.6,99.9,100.0,100.0,100.0,99.7,100.0,100.0,99.7,99.7,99.7,99.7,100.0,99.9,99.9,99.9,99.9,100.0,99.9,99.9,99.9,100.0,99.9,99.7
Afu2g05410,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0
Afu2g05420,100.0,100.0,100.0,99.7,99.7,99.7,100.0,100.0,99.7,99.7,99.7,99.7,100.0,100.0,99.7,99.7,99.7,100.0,100.0,99.7,99.7,99.7,100.0,100.0,99.2,99.7,100.0,100.0,100.0,99.2,100.0,100.0,99.2,99.2,99.2,99.2,100.0,99.7,99.7,100.0,99.7,100.0,99.7,99.7,99.6,100.0,99.7,99.3
Afu2g05430,100.0,100.0,100.0,98.5,100.0,100.0,100.0,100.0,100.0,100.0,98.5,100.0,98.5,98.5,98.5,100.0,100.0,98.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.5,100.0,100.0,100.0,99.8
Afu2g05440,100.0,100.0,100.0,100.0,100.0,100.0,99.6,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,99.6,99.6,100.0,100.0,99.6,99.6,100.0,100.0,100.0,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6,100.0,100.0
Afu2g05450,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g05470,100.0,100.0,100.0,99.8,99.6,99.5,99.9,99.9,99.8,99.8,99.8,99.8,99.9,99.9,99.6,99.8,99.8,99.7,99.9,99.6,99.5,99.8,99.9,99.9,98.2,99.8,99.9,99.9,99.9,98.3,99.9,99.9,98.3,98.3,98.3,98.3,99.9,99.6,99.9,100.0,99.6,99.9,99.8,99.7,99.7,99.9,99.8,100.0
Afu2g05490,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.3,92.5,92.5,92.5,92.5,92.0,92.5,92.5,92.3,92.3,92.3,92.3,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.0,92.5,92.5,92.5,92.5
Afu2g05500,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,99.5,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
Afu2g05510,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g05520,99.9,99.8,100.0,99.9,99.6,99.6,99.9,99.9,99.9,99.8,99.9,99.9,98.7,99.9,99.6,99.9,99.9,99.9,99.9,99.6,99.6,99.9,99.9,99.9,98.1,99.9,99.9,99.9,98.7,98.2,99.9,99.9,98.2,98.2,98.2,98.2,99.9,99.8,99.9,99.9,99.9,100.0,99.9,99.7,99.7,99.9,99.9,99.9
Afu2g05530,100.0,99.8,100.0,100.0,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,99.8,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.8,100.0,100.0,99.8,99.8,99.8,99.8,100.0,99.8,100.0,100.0,99.8,100.0,100.0,99.8,99.8,100.0,100.0,100.0
Afu2g05540,100.0,99.9,100.0,99.9,99.9,99.9,100.0,100.0,100.0,99.9,99.9,99.9,99.9,100.0,99.9,99.9,99.9,100.0,100.0,99.9,99.9,99.9,100.0,100.0,99.9,99.9,100.0,100.0,99.9,99.9,100.0,100.0,99.9,99.7,99.9,99.7,100.0,100.0,100.0,100.0,99.7,100.0,99.9,100.0,100.0,100.0,99.9,100.0
Afu2g05550,99.8,99.8,100.0,100.0,99.8,99.8,99.8,99.8,100.0,100.0,100.0,100.0,99.8,99.8,99.8,100.0,100.0,99.8,99.8,99.8,99.8,100.0,99.8,99.8,99.8,100.0,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,100.0,99.5,99.8,100.0,100.0,99.8,99.8,99.8,100.0,99.8
Afu2g05560,97.6,99.7,100.0,99.7,99.3,99.3,99.3,99.3,99.7,99.7,99.7,99.7,99.7,99.3,99.3,99.7,99.7,99.7,99.7,99.3,99.3,99.7,99.3,99.3,97.9,99.7,99.3,99.3,99.7,97.9,99.3,99.3,97.9,97.9,97.9,97.9,99.3,99.3,99.7,99.3,99.3,100.0,99.7,99.3,99.3,99.3,99.7,99.7
Afu2g05570,81.6,80.1,81.6,80.1,79.6,79.6,80.9,80.9,81.6,81.6,80.1,81.6,80.1,80.1,79.6,80.1,80.1,80.1,80.1,80.9,80.9,80.1,80.1,80.1,80.9,80.1,80.9,81.6,80.1,80.9,80.9,81.6,80.9,80.9,80.9,79.6,80.1,80.9,81.6,81.6,79.6,81.6,81.6,79.6,80.9,81.6,80.1,81.6
Afu2g05580,99.7,99.7,100.0,99.7,99.4,99.4,99.7,99.7,99.7,99.4,99.7,99.7,99.7,99.7,99.4,99.7,99.7,99.7,99.7,99.4,99.4,99.4,99.7,99.7,99.4,99.7,99.7,99.7,99.7,99.4,99.4,99.7,99.4,99.4,99.4,99.4,99.7,99.4,99.7,99.7,99.4,100.0,99.4,99.4,99.4,99.7,99.7,99.7
Afu2g05590,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.8,100.0,100.0,100.0,100.0,99.2,100.0,100.0,99.2,99.2,99.2,99.2,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g05600,0.0,99.6,0.0,99.8,99.6,99.3,99.8,0.0,0.0,99.8,99.8,0.0,99.6,99.8,99.6,99.8,99.8,99.6,99.8,99.6,0.0,99.8,99.6,99.8,99.3,99.8,0.0,0.0,99.6,0.0,99.8,0.0,0.0,0.0,99.3,99.3,99.8,99.6,0.0,99.8,99.6,0.0,0.0,99.1,0.0,0.0,99.8,0.0
Afu2g05610,100.0,100.0,100.0,99.9,100.0,100.0,100.0,100.0,99.9,99.9,99.9,99.9,100.0,100.0,100.0,99.9,99.9,100.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,99.9,100.0,99.9,100.0
Afu2g05620,100.0,100.0,100.0,100.0,99.9,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,99.9,99.9,99.9,100.0,98.5,100.0,94.0,100.0,100.0,100.0,100.0,94.0,100.0,100.0,94.0,94.0,94.0,94.0,100.0,99.9,100.0,100.0,99.9,99.5,100.0,99.9,100.0,100.0,100.0,100.0
Afu2g05630,99.4,100.0,100.0,100.0,100.0,99.7,99.4,99.4,99.7,99.7,100.0,99.7,99.4,100.0,100.0,99.7,100.0,100.0,99.7,99.7,99.7,99.7,100.0,99.4,99.1,100.0,99.4,100.0,100.0,99.1,99.4,100.0,99.1,99.1,99.1,99.0,100.0,99.7,99.7,99.4,100.0,100.0,99.7,100.0,99.7,100.0,100.0,99.4
Afu2g05635,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g05640,0.0,0.0,0.0,99.0,99.0,99.0,99.0,98.8,99.0,99.0,99.0,99.0,99.0,100.0,99.0,99.0,99.0,0.0,0.0,99.0,99.0,99.0,99.0,100.0,100.0,99.0,98.8,0.0,99.0,0.0,98.8,100.0,100.0,0.0,0.0,0.0,0.0,99.0,99.0,98.8,99.0,0.0,99.0,99.0,0.0,0.0,99.0,99.0
Afu2g05650,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,99.7,100.0,100.0,100.0,99.8,99.8,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Afu2g05670,99.9,100.0,100.0,99.8,99.9,99.8,100.0,100.0,99.8,99.6,99.8,99.8,99.8,100.0,99.8,99.8,99.8,100.0,100.0,99.8,99.8,99.8,100.0,100.0,99.8,99.8,100.0,100.0,99.8,99.8,99.9,100.0,99.8,99.8,99.8,99.8,100.0,99.8,99.8,100.0,99.8,100.0,99.8,99.6,100.0,100.0,99.8,100.0
Afu2g05680,96.3,96.6,96.6,100.0,99.8,99.8,99.7,99.8,99.8,100.0,100.0,96.6,99.8,96.5,96.5,96.6,100.0,100.0,100.0,96.5,96.5,99.8,96.5,99.6,99.5,100.0,96.5,96.1,96.5,96.1,96.5,99.5,96.1,99.5,99.5,99.5,99.5,96.5,96.5,96.3,99.6,100.0,100.0,96.5,99.8,99.5,100.0,96.3
