#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,SUBSYSTEM,DATABASE-REFERENCE,GEM-REFERENCE
,R1,secretory phospholipase A2,"H2O [cytoplasm] + phosphatidylcholine [cytoplasm] --> 1-acylglycerophosphocholine [cytoplasm] + (9Z,12Z,15Z)-Octadecatrienoic acid [cytoplasm]",3.1.1.4,AFUA_2G11970 or AFUA_4G08440,0,1000,0,alpha-Linolenic acid metabolism,KEGG:R07859,
,R679,Type II fatty acid synthase,2.0 NADPH [mitochondrion] + 4.0 Acyl-[acp] [mitochondrion] + Malonyl-[acyl-carrier protein] [mitochondrion] --> 4.0 B00002 [mitochondrion] + 2.0 NADP(+) [mitochondrion] + 3.0 CO2 [mitochondrion] + 4.0 Acyl-carrier protein [mitochondrion] + Dodecanoyl-[acyl-carrier protein] [mitochondrion],1.6.5.3; 1.1.1.100,AFUA_4G14560 or AFUA_1G06620 or AFUA_2G05760,0,1000,0,Fatty acid metabolism,,r889ANIDULANS [3]
,R680,Type II fatty acid synthase,H2O [mitochondrion] + NADPH [mitochondrion] + 5.0 Acyl-[acp] [mitochondrion] + Malonyl-[acyl-carrier protein] [mitochondrion] --> 5.0 B00002 [mitochondrion] + NADP(+) [mitochondrion] + 4.0 CO2 [mitochondrion] + 5.0 Acyl-carrier protein [mitochondrion] + Tetradecanoyl-[acp] [mitochondrion],1.6.5.3; 1.1.1.100,AFUA_4G14560 or AFUA_1G06620 or AFUA_2G05760,0,1000,0,Fatty acid metabolism,,r890ANIDULANS [3]
,R681,3-oxoacyl-[acyl-carrier-protein] synthase,Malonyl-[acyl-carrier protein] [nucleus] + Pentadecanoyl-[acp] [nucleus] --> CO2 [nucleus] + Acyl-carrier protein [nucleus] + 3-oxoheptadecanoyl-[acp] [nucleus],2.3.1.41,AFUA_7G06700,0,1000,0,Fatty acid metabolism,,A. fumigatus central metabolism [1]
,R682,3-oxoacyl-[acyl-carrier-protein] synthase,Malonyl-[acyl-carrier protein] [cytoplasm] + Pentadecanoyl-[acp] [cytoplasm] --> CO2 [cytoplasm] + Acyl-carrier protein [cytoplasm] + 3-oxoheptadecanoyl-[acp] [cytoplasm],2.3.1.41,AFUA_7G06700,0,1000,0,Fatty acid metabolism,,A. fumigatus central metabolism [1]
,R683,Type II fatty acid synthase,3.0 NADPH [mitochondrion] + 5.0 Acyl-[acp] [mitochondrion] + 2.0 Malonyl-[acyl-carrier protein] [mitochondrion] --> 5.0 B00002 [mitochondrion] + 3.0 NADP(+) [mitochondrion] + 5.0 CO2 [mitochondrion] + 6.0 Acyl-carrier protein [mitochondrion] + Hexadecanoyl-[acp] [mitochondrion],1.6.5.3; 1.1.1.100,AFUA_4G14560 or AFUA_1G06620 or AFUA_2G05760,0,1000,0,Fatty acid metabolism,,r892ANIDULANS [3]
,R684,AFUA_1G06620 and AFUA_2G05760 and AFUA_4G05850 and AFUA_3G04150 and (AFUA_5G01040 or AFUA_2G17560 or AFUA_1G14380 or AFUA_3G10540 or AFUA_7G04980),2.0 NADPH [cytoplasm] + 5.0 Acyl-[acp] [cytoplasm] + 2.0 Malonyl-[acyl-carrier protein] [cytoplasm] --> 5.0 B00002 [cytoplasm] + 2.0 NADP(+) [cytoplasm] + 5.0 CO2 [cytoplasm] + 6.0 Acyl-carrier protein [cytoplasm] + Hexadecenoyl-[acp] [cytoplasm],1.6.5.3; 1.1.1.100,AFUA_5G01040 or AFUA_2G17560 or AFUA_1G14380 or AFUA_3G10540 or AFUA_7G04980,0,1000,0,Fatty acid metabolism,,r893ANIDULANS [3]
,R685,[ACP]acetyltransferase,stearoyl-CoA [endoplasmic_reticulum] + Phytosphingosine(C20) [endoplasmic_reticulum] --> coenzyme A [endoplasmic_reticulum] + Cerebrin 1 [endoplasmic_reticulum],2.3.1.38,AFUA_6G10460,0,1000,0,Fatty acid metabolism,,A. fumigatus central metabolism [1]
,R686,Type II fatty acid synthase,H2O [mitochondrion] + 2.0 NADPH [mitochondrion] + 6.0 Acyl-[acp] [mitochondrion] + 2.0 Malonyl-[acyl-carrier protein] [mitochondrion] --> 6.0 B00002 [mitochondrion] + 2.0 NADP(+) [mitochondrion] + 6.0 CO2 [mitochondrion] + 7.0 Acyl-carrier protein [mitochondrion] + Octadecanoyl-[acyl-carrier protein] [mitochondrion],1.6.5.3; 1.1.1.100,AFUA_4G14560 or AFUA_1G06620 or AFUA_2G05760,0,1000,0,Fatty acid metabolism,,r894ANIDULANS [3]
,R687,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase,H2O [mitochondrion] + trans-octadec-2-enoyl-CoA [mitochondrion] <=> (S)-3-Hydroxyoctadecanoyl-CoA [mitochondrion],4.2.1.134,AFUA_4G10270,-1000,1000,0,Fatty acid metabolism,KEGG:R07760,r894iLC915 [5]
,R688,Type II fatty acid synthase,H2O [mitochondrion] + NADPH [mitochondrion] + 6.0 Acyl-[acp] [mitochondrion] + 2.0 Malonyl-[acyl-carrier protein] [mitochondrion] --> 6.0 B00002 [mitochondrion] + NADP(+) [mitochondrion] + 6.0 CO2 [mitochondrion] + 7.0 Acyl-carrier protein [mitochondrion] + Octadecenoyl-[acp] [mitochondrion],1.6.5.3; 1.1.1.100,AFUA_4G14560 or AFUA_1G06620 or AFUA_2G05760,0,1000,0,Fatty acid metabolism,,r895ANIDULANS [3]
,R689,Type II fatty acid synthase,3.0 NADPH [mitochondrion] + 6.0 Acyl-[acp] [mitochondrion] + Malonyl-[acyl-carrier protein] [mitochondrion] --> 6.0 B00002 [mitochondrion] + 2.0 H2O [mitochondrion] + 3.0 NADP(+) [mitochondrion] + 3.0 CO2 [mitochondrion] + 6.0 Acyl-carrier protein [mitochondrion] + Linolenoyl-[acp] [mitochondrion],1.6.5.3; 1.1.1.100,AFUA_4G14560 or AFUA_1G06620 or AFUA_2G05760,0,1000,0,Fatty acid metabolism,,r896ANIDULANS [3]
,R690,polyketide synthase,11.0 NADPH [nucleus] + Acyl-[acp] [nucleus] + 6.0 Malonyl-[acyl-carrier protein] [nucleus] --> 11.0 NADP(+) [nucleus] + 6.0 CO2 [nucleus] + 6.0 Acyl-carrier protein [nucleus] + trans-Tetradec-2-enoyl-[acp] [nucleus],1.6.5.3; 1.1.1.100,AFUA_4G14560,0,1000,0,Fatty acid metabolism,,A. fumigatus central metabolism [1]
,R691,polyketide synthase,11.0 NADPH [cytoplasm] + Acyl-[acp] [cytoplasm] + 6.0 Malonyl-[acyl-carrier protein] [cytoplasm] --> 11.0 NADP(+) [cytoplasm] + 6.0 CO2 [cytoplasm] + 6.0 Acyl-carrier protein [cytoplasm] + trans-Tetradec-2-enoyl-[acp] [cytoplasm],1.6.5.3; 1.1.1.100,AFUA_4G14560,0,1000,0,Fatty acid metabolism,,A. fumigatus central metabolism [1]
,R692,3-oxoacyl-[acyl-carrier-protein] synthase,Malonyl-[acyl-carrier protein] [nucleus] + Undecanoyl-[acp] [nucleus] --> CO2 [nucleus] + Acyl-carrier protein [nucleus] + 3-oxotridecanoyl-[acp] [nucleus],2.3.1.41,AFUA_7G06700,0,1000,0,Fatty acid metabolism,,A. fumigatus central metabolism [1]
,R693,3-oxoacyl-[acyl-carrier-protein] synthase,Malonyl-[acyl-carrier protein] [cytoplasm] + Undecanoyl-[acp] [cytoplasm] --> CO2 [cytoplasm] + Acyl-carrier protein [cytoplasm] + 3-oxotridecanoyl-[acp] [cytoplasm],2.3.1.41,AFUA_7G06700,0,1000,0,Fatty acid metabolism,,A. fumigatus central metabolism [1]
,R694,[ACP]acetyltransferase,oleoyl-CoA [endoplasmic_reticulum] + sphinganine (C18) [endoplasmic_reticulum] --> coenzyme A [endoplasmic_reticulum] + Cerebrin 2 [endoplasmic_reticulum],2.3.1.38,AFUA_6G10460,0,1000,0,Fatty acid metabolism,,A. fumigatus central metabolism [1]
,R695,3-oxoacyl-[acyl-carrier-protein] synthase,Malonyl-[acyl-carrier protein] [nucleus] + Propionyl-[acp] [nucleus] --> CO2 [nucleus] + Acyl-carrier protein [nucleus] + 3-oxopentanoyl-[acp] [nucleus],2.3.1.41,AFUA_7G06700,0,1000,0,Fatty acid metabolism,,A. fumigatus central metabolism [1]
,R696,3-oxoacyl-[acyl-carrier-protein] synthase,Malonyl-[acyl-carrier protein] [cytoplasm] + Propionyl-[acp] [cytoplasm] --> CO2 [cytoplasm] + Acyl-carrier protein [cytoplasm] + 3-oxopentanoyl-[acp] [cytoplasm],2.3.1.41,AFUA_7G06700,0,1000,0,Fatty acid metabolism,,A. fumigatus central metabolism [1]
,R697,Fatty acid degradation,H2O [cytoplasm] + 3.0 ATP [cytoplasm] + 6.0 NAD(+) [cytoplasm] + 2.0 coenzyme A [cytoplasm] + FAD [mitochondrion] + myristate [cytoplasm] --> NADH [cytoplasm] + 4.0 diphosphate [cytoplasm] + AMP [cytoplasm] + 2.0 acetyl-CoA [cytoplasm] + 6.0 FADH2 [mitochondrion],1.3.3.6; 4.2.1.17; 1.1.1.-; 2.3.1.16,AFUA_7G06100 or AFUA_7G06090 or AFUA_4G03900 or AFUA_7G04080 or AFUA_4G10950,0,1000,0,Fatty acid metabolism,,r932ANIDULANS [3]
,R698,Fatty acid degradation,2.0 H2O [cytoplasm] + 3.0 ATP [cytoplasm] + 7.0 NAD(+) [cytoplasm] + 3.0 coenzyme A [cytoplasm] + 2.0 FAD [mitochondrion] + palmitate [cytoplasm] --> 2.0 NADH [cytoplasm] + 4.0 diphosphate [cytoplasm] + AMP [cytoplasm] + 3.0 acetyl-CoA [cytoplasm] + 7.0 FADH2 [mitochondrion],1.3.3.6; 4.2.1.17; 1.1.1.-; 2.3.1.16,AFUA_4G10950 or AFUA_3G00620 or AFUA_8G01210 or AFUA_5G11240 or AFUA_7G04080 or AFUA_2G10920 or AFUA_5G00300 or AFUA_7G06100 or AFUA_4G03900 or AFUA_7G06090 or AFUA_3G11930,0,1000,0,Fatty acid metabolism,,r933ANIDULANS [3]
,R699,Fatty acid degradation,3.0 H2O [cytoplasm] + 3.0 ATP [cytoplasm] + 6.0 NAD(+) [cytoplasm] + 4.0 coenzyme A [cytoplasm] + 5.0 FAD [mitochondrion] + stearate [cytoplasm] --> NADH [cytoplasm] + 4.0 diphosphate [cytoplasm] + AMP [cytoplasm] + 4.0 acetyl-CoA [cytoplasm] + 10.0 FADH2 [mitochondrion],1.3.3.6; 4.2.1.17; 1.1.1.-; 2.3.1.16,AFUA_7G06100 or AFUA_7G06090 or AFUA_4G03900 or AFUA_7G04080 or AFUA_4G10950,0,1000,0,Fatty acid metabolism,,r934ANIDULANS [3]
,R700,"glutaryl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase (decarboxylating)",FAD [mitochondrion] + glutaryl-CoA [mitochondrion] <=> CO2 [mitochondrion] + Crotonoyl-CoA [mitochondrion] + FADH2 [mitochondrion],1.3.8.6,AFUA_3G06040,-1000,1000,0,Fatty acid metabolism,KEGG:R02487,r959AORYZAE [4]
,R701,acyl-CoA oxidase (octanoyl-CoA),oxygen [peroxisome] + octanoyl-CoA [peroxisome] --> H2O2 [peroxisome] + trans-oct-2-enoyl-CoA [peroxisome],1.3.3.6,AFUA_7G06090 or AFUA_7G06100,0,1000,0,Fatty acid metabolism,,ry100YCM606 [7]
,R702,acyl-CoA oxidase (icosanoyl-CoA),oxygen [peroxisome] + Eicosanoyl-CoA [peroxisome] --> H2O2 [peroxisome] + trans-icos-2-enoyl-coa [peroxisome],1.3.3.6,AFUA_7G06090 or AFUA_7G06100,0,1000,0,Fatty acid metabolism,,ry101YCM606 [7]
,R703,acyl-CoA oxidase (docosanoyl-CoA),oxygen [peroxisome] + Docosanoyl-CoA [peroxisome] --> H2O2 [peroxisome] + trans-docos-2-enoyl-coa [peroxisome],1.3.3.6,AFUA_7G06090 or AFUA_7G06100,0,1000,0,Fatty acid metabolism,,ry102YCM606 [7]
,R704,acyl-CoA oxidase (tetracosanoyl-CoA),oxygen [peroxisome] + Tetracosanoyl-CoA [peroxisome] --> H2O2 [peroxisome] + trans-tetracos-2-enoyl-coa [peroxisome],1.3.3.6,AFUA_7G06090 or AFUA_7G06100,0,1000,0,Fatty acid metabolism,,ry103YCM606 [7]
,R705,3-hydroxyacyl-thioester dehydratase (trans-but-2-enoyl-ACP),(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] [mitochondrion] <=> H2O [mitochondrion] + But-2-enoyl-[acyl-carrier protein] [mitochondrion],4.2.1.-,AFUA_1G06810,-1000,1000,0,Fatty acid metabolism,,ry10YCM606 [7]
,R706,2-enoyl-CoA hydratase (3-hydroxydecanoyl-CoA),H2O [peroxisome] + trans-dec-2-enoyl-CoA [peroxisome] --> 3-hydroxydecanoyl-CoA [peroxisome],1.1.1.n12; 4.2.1.119,AFUA_2G10650,0,1000,0,Fatty acid metabolism,,ry110YCM606 [7]
,R707,2-enoyl-CoA hydratase (3-hydroxydodecanoyl-CoA),H2O [peroxisome] + trans-dodec-2-enoyl-CoA [peroxisome] --> 3-hydroxylauroyl-CoA [peroxisome],1.1.1.n12; 4.2.1.119,AFUA_2G10650,0,1000,0,Fatty acid metabolism,,ry111YCM606 [7]
,R708,2-enoyl-CoA hydratase (3-hydroxyhexanoyl-CoA),H2O [peroxisome] + trans-hex-2-enoyl-CoA [peroxisome] --> (r)-3-hydroxyhexanoyl-coa [peroxisome],1.1.1.n12; 4.2.1.119,,0,1000,0,Fatty acid metabolism,,ry117YCM606 [7]
,R709,B-hydroxyacyl-CoA dehydratase (trans-icos-2-enoyl-CoA),H2O [mitochondrion] + trans-icos-2-enoyl-coa [mitochondrion] <=> (r)-3-hydroxyicosanoyl-coa [mitochondrion],4.2.1.134,AFUA_4G10270,-1000,1000,0,Fatty acid metabolism,,ry119YCM606 [7]
,R710,3-hydroxyacyl-thioester dehydratase (trans-hex-2-enoyl-ACP),(R)-3-Hydroxyhexanoyl-[acp] [mitochondrion] <=> H2O [mitochondrion] + trans-Hex-2-enoyl-[acp] [mitochondrion],4.2.1.-,AFUA_1G06810,-1000,1000,0,Fatty acid metabolism,,ry11YCM606 [7]
,R711,B-hydroxyacyl-CoA dehydratase (trans-hexadec-2-enoyl-CoA),H2O [mitochondrion] + trans-hexadec-2-enoyl-CoA [mitochondrion] --> (3S)-Hydroxypalmitoleoyl-CoA [mitochondrion],4.2.1.134,AFUA_4G10270,0,1000,0,Fatty acid metabolism,,ry126YCM606 [7]
,R712,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),NAD(+) [peroxisome] + 3-hydroxydecanoyl-CoA [peroxisome] --> NADH [peroxisome] + 3-oxodecanoyl-CoA [peroxisome],1.1.1.n12; 4.2.1.119,AFUA_4G03900,0,1000,0,Fatty acid metabolism,,ry128YCM606 [7]
,R713,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),NAD(+) [peroxisome] + 3-hydroxylauroyl-CoA [peroxisome] --> NADH [peroxisome] + 3-oxolauroyl-CoA [peroxisome],1.1.1.n12; 4.2.1.119,AFUA_4G03900,0,1000,0,Fatty acid metabolism,,ry129YCM606 [7]
,R714,3-hydroxyacyl-thioester dehydratase (trans-oct-2-enoyl-ACP),(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] [mitochondrion] <=> H2O [mitochondrion] + trans-Oct-2-enoyl-[acp] [mitochondrion],4.2.1.-,AFUA_1G06810,-1000,1000,0,Fatty acid metabolism,,ry12YCM606 [7]
,R715,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),NAD(+) [peroxisome] + (s)-3-hydroxypalmitoyl-coa [peroxisome] --> NADH [peroxisome] + 3-oxopalmitoyl-CoA [peroxisome],1.1.1.n12; 4.2.1.119,AFUA_4G03900,0,1000,0,Fatty acid metabolism,,ry130YCM606 [7]
,R716,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),NAD(+) [peroxisome] + (r)-3-hydroxyhexanoyl-coa [peroxisome] <=> NADH [peroxisome] + 3-oxohexanoyl-CoA [peroxisome],1.1.1.n12; 4.2.1.119,,-1000,1000,0,Fatty acid metabolism,,ry134YCM606 [7]
,R717,enoyl-ACP reductase (butanoyl-ACP),NADPH [mitochondrion] + But-2-enoyl-[acyl-carrier protein] [mitochondrion] --> NADP(+) [mitochondrion] + Butyryl-[acp] [mitochondrion],1.3.1.104,AFUA_3G04150,0,1000,0,Fatty acid metabolism,,ry13YCM606 [7]
,R718,acetyl-CoA C-acyltransferase (butanoyl-CoA),coenzyme A [peroxisome] + 3-oxohexanoyl-CoA [peroxisome] --> acetyl-CoA [peroxisome] + butyryl-CoA [peroxisome],2.3.1.16,AFUA_4G10950 or AFUA_7G04080,0,1000,0,Fatty acid metabolism,,ry146YCM606 [7]
,R719,acetyl-CoA C-acyltransferase (hexanoyl-CoA),coenzyme A [peroxisome] + 3-oxooctanoyl-CoA [peroxisome] --> acetyl-CoA [peroxisome] + hexanoyl-CoA [peroxisome],2.3.1.16,AFUA_4G10950 or AFUA_7G04080,0,1000,0,Fatty acid metabolism,,ry147YCM606 [7]
,R720,acetyl-CoA C-acyltransferase (stearoyl-CoA),coenzyme A [peroxisome] + 3-oxoicosanoyl-CoA [peroxisome] --> acetyl-CoA [peroxisome] + stearoyl-CoA [peroxisome],2.3.1.16,AFUA_4G10950 or AFUA_7G04080,0,1000,0,Fatty acid metabolism,,ry148YCM606 [7]
,R721,acetyl-CoA C-acyltransferase (icosanoyl-CoA),coenzyme A [peroxisome] + 3-oxodocosanoyl-CoA [peroxisome] --> acetyl-CoA [peroxisome] + Eicosanoyl-CoA [peroxisome],2.3.1.16,AFUA_4G10950 or AFUA_7G04080,0,1000,0,Fatty acid metabolism,,ry149YCM606 [7]
,R722,enoyl-ACP reductase (hexanoyl-ACP),NADPH [mitochondrion] + trans-Hex-2-enoyl-[acp] [mitochondrion] --> NADP(+) [mitochondrion] + Hexanoyl-[acp] [mitochondrion],1.3.1.104,AFUA_3G04150,0,1000,0,Fatty acid metabolism,,ry14YCM606 [7]
,R723,acetyl-CoA C-acyltransferase (docosanoyl-CoA),coenzyme A [peroxisome] + 3-keto-C24-CoA [peroxisome] --> acetyl-CoA [peroxisome] + Docosanoyl-CoA [peroxisome],2.3.1.16,AFUA_4G10950 or AFUA_7G04080,0,1000,0,Fatty acid metabolism,,ry150YCM606 [7]
,R724,enoyl-ACP reductase (octanoyl-ACP),NADPH [mitochondrion] + trans-Oct-2-enoyl-[acp] [mitochondrion] --> NADP(+) [mitochondrion] + Octanoyl-[acp] [mitochondrion],1.3.1.104,AFUA_3G04150,0,1000,0,Fatty acid metabolism,,ry15YCM606 [7]
,R725,elongase I (3-oxotetradecanoyl-CoA),malonyl-CoA [endoplasmic_reticulum] + lauroyl-CoA [endoplasmic_reticulum] --> coenzyme A [endoplasmic_reticulum] + CO2 [endoplasmic_reticulum] + 3-oxotetradecanoyl-CoA [endoplasmic_reticulum],2.3.1.199,AFUA_5G02760,0,1000,0,Fatty acid metabolism,,ry16YCM606 [7]
,R726,elongase I (3-oxopalmitoyl-CoA),malonyl-CoA [endoplasmic_reticulum] + myristoyl-CoA [endoplasmic_reticulum] --> coenzyme A [endoplasmic_reticulum] + CO2 [endoplasmic_reticulum] + 3-oxopalmitoyl-CoA [endoplasmic_reticulum],2.3.1.199,AFUA_5G02760,0,1000,0,Fatty acid metabolism,,ry17YCM606 [7]
,R727,elongase II (3-oxooctadecanoyl-CoA),malonyl-CoA [endoplasmic_reticulum] + palmitoyl-CoA [endoplasmic_reticulum] --> coenzyme A [endoplasmic_reticulum] + CO2 [endoplasmic_reticulum] + 3-oxooctadecanoyl-CoA [endoplasmic_reticulum],2.3.1.199,AFUA_5G02760,0,1000,0,Fatty acid metabolism,,ry18YCM606 [7]
,R728,elongase II or III (3-oxoicosanoyl-CoA),malonyl-CoA [endoplasmic_reticulum] + stearoyl-CoA [endoplasmic_reticulum] --> coenzyme A [endoplasmic_reticulum] + CO2 [endoplasmic_reticulum] + 3-oxoicosanoyl-CoA [endoplasmic_reticulum],2.3.1.199,AFUA_5G02760,0,1000,0,Fatty acid metabolism,,ry19YCM606 [7]
,R729,fatty-acyl-CoA synthase,14.0 NADPH [cytoplasm] + acetyl-CoA [cytoplasm] + 7.0 malonyl-CoA [cytoplasm] --> 7.0 H2O [cytoplasm] + 14.0 NADP(+) [cytoplasm] + 7.0 coenzyme A [cytoplasm] + 7.0 CO2 [cytoplasm] + palmitoyl-CoA [cytoplasm],2.3.1.86,AFUA_3G04210 and AFUA_3G04220,0,1000,0,Fatty acid metabolism,,ry1YCM606 [7]
,R730,elongase II or III (3-oxodocosanoyl-CoA),malonyl-CoA [endoplasmic_reticulum] + Eicosanoyl-CoA [endoplasmic_reticulum] --> coenzyme A [endoplasmic_reticulum] + CO2 [endoplasmic_reticulum] + 3-oxodocosanoyl-CoA [endoplasmic_reticulum],2.3.1.199,AFUA_5G02760,0,1000,0,Fatty acid metabolism,,ry20YCM606 [7]
,R731,elongase II or III (3-oxotetracosanoyl-CoA),malonyl-CoA [endoplasmic_reticulum] + Docosanoyl-CoA [endoplasmic_reticulum] --> coenzyme A [endoplasmic_reticulum] + CO2 [endoplasmic_reticulum] + 3-keto-C24-CoA [endoplasmic_reticulum],2.3.1.199,AFUA_5G02760,0,1000,0,Fatty acid metabolism,,ry21YCM606 [7]
,R732,elongase III (3-oxohexacosanoyl-CoA),malonyl-CoA [endoplasmic_reticulum] + Tetracosanoyl-CoA [endoplasmic_reticulum] --> coenzyme A [endoplasmic_reticulum] + CO2 [endoplasmic_reticulum] + 3-oxohexacosanoyl-CoA [endoplasmic_reticulum],2.3.1.199,AFUA_5G02760,0,1000,0,Fatty acid metabolism,,ry22YCM606 [7]
,R733,B-ketoacyl-CoA reductase ((S)-3-hydroxytetradecanoyl-CoA),NADPH [endoplasmic_reticulum] + 3-oxotetradecanoyl-CoA [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + (S)-3-hydroxytetradecanoyl-CoA [endoplasmic_reticulum],1.1.1.330,AFUA_2G11540,0,1000,0,Fatty acid metabolism,,ry23YCM606 [7]
,R734,B-ketoacyl-CoA reductase ((S)-3-hydroxypalmitoyl-CoA),NADPH [endoplasmic_reticulum] + 3-oxopalmitoyl-CoA [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + (s)-3-hydroxypalmitoyl-coa [endoplasmic_reticulum],1.1.1.330,AFUA_2G11540,0,1000,0,Fatty acid metabolism,,ry24YCM606 [7]
,R735,B-ketoacyl-CoA reductase (3-hydroxyoctadecanoyl-CoA),NADPH [endoplasmic_reticulum] + 3-oxooctadecanoyl-CoA [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + (S)-3-Hydroxyoctadecanoyl-CoA [endoplasmic_reticulum],1.1.1.330,AFUA_2G11540,0,1000,0,Fatty acid metabolism,,ry25YCM606 [7]
,R736,B-ketoacyl-CoA reductase (3-hydroxytetracosanoyl-CoA),NADPH [endoplasmic_reticulum] + 3-keto-C24-CoA [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + 3-hydroxy-C24-CoA [endoplasmic_reticulum],1.1.1.330,AFUA_2G11540,0,1000,0,Fatty acid metabolism,,ry28YCM606 [7]
,R737,B-ketoacyl-CoA reductase ((S)-3-hydroxyhexacosanoyl-CoA),NADPH [endoplasmic_reticulum] + 3-oxohexacosanoyl-CoA [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + (S)-3-hydroxyhexacosanoyl-CoA [endoplasmic_reticulum],1.1.1.330,AFUA_2G11540,0,1000,0,Fatty acid metabolism,,ry29YCM606 [7]
,R738,fatty-acyl-CoA synthase (n-C18:0CoA),16.0 NADPH [cytoplasm] + acetyl-CoA [cytoplasm] + 8.0 malonyl-CoA [cytoplasm] --> 8.0 H2O [cytoplasm] + 16.0 NADP(+) [cytoplasm] + 8.0 coenzyme A [cytoplasm] + 8.0 CO2 [cytoplasm] + stearoyl-CoA [cytoplasm],2.3.1.86,AFUA_3G04210 and AFUA_3G04220,0,1000,0,Fatty acid metabolism,,ry2YCM606 [7]
,R739,B-hydroxyacyl-CoA dehydratase (trans-tetradec-2-enoyl-CoA),(S)-3-hydroxytetradecanoyl-CoA [mitochondrion] <=> H2O [mitochondrion] + trans-tetradec-2-enoyl-CoA [mitochondrion],4.2.1.134,AFUA_4G10270,-1000,1000,0,Fatty acid metabolism,,ry30YCM606 [7]
,R740,B-hydroxyacyl-CoA dehydratase (trans-hexadec-2-enoyl-CoA),(s)-3-hydroxypalmitoyl-coa [mitochondrion] <=> H2O [mitochondrion] + trans-hexadec-2-enoyl-CoA [mitochondrion],4.2.1.134,AFUA_4G10270,-1000,1000,0,Fatty acid metabolism,,ry31YCM606 [7]
,R741,B-hydroxyacyl-CoA dehydratase (trans-tetracos-2-enoyl-CoA),3-hydroxy-C24-CoA [mitochondrion] <=> H2O [mitochondrion] + trans-tetracos-2-enoyl-coa [mitochondrion],4.2.1.134,AFUA_4G10270,-1000,1000,0,Fatty acid metabolism,,ry35YCM606 [7]
,R742,B-hydroxyacyl-CoA dehydratase (trans-hexacos-2-enoyl-CoA),(S)-3-hydroxyhexacosanoyl-CoA [mitochondrion] <=> H2O [mitochondrion] + trans-hexacos-2-enoyl-CoA [mitochondrion],4.2.1.134,AFUA_4G10270,-1000,1000,0,Fatty acid metabolism,,ry36YCM606 [7]
,R743,trans-2-enoyl-CoA reductase,NADPH [endoplasmic_reticulum] + trans-tetradec-2-enoyl-CoA [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + myristoyl-CoA [endoplasmic_reticulum],1.3.1.93,AFUA_4G10760,0,1000,0,Fatty acid metabolism,,ry37YCM606 [7]
,R744,trans-2-enoyl-CoA reductase,NADPH [endoplasmic_reticulum] + trans-hexadec-2-enoyl-CoA [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + palmitoyl-CoA [endoplasmic_reticulum],1.3.1.93,AFUA_4G10760,0,1000,0,Fatty acid metabolism,,ry38YCM606 [7]
,R745,trans-2-enoyl-CoA reductase,NADPH [endoplasmic_reticulum] + trans-octadec-2-enoyl-CoA [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + stearoyl-CoA [endoplasmic_reticulum],1.3.1.93,AFUA_4G10760,0,1000,0,Fatty acid metabolism,,ry39YCM606 [7]
,R746,trans-2-enoyl-CoA reductase,NADPH [endoplasmic_reticulum] + trans-icos-2-enoyl-coa [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + Eicosanoyl-CoA [endoplasmic_reticulum],1.3.1.93,AFUA_4G10760,0,1000,0,Fatty acid metabolism,,ry40YCM606 [7]
,R747,trans-2-enoyl-CoA reductase,NADPH [endoplasmic_reticulum] + trans-docos-2-enoyl-coa [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + Docosanoyl-CoA [endoplasmic_reticulum],1.3.1.93,AFUA_4G10760,0,1000,0,Fatty acid metabolism,,ry41YCM606 [7]
,R748,trans-2-enoyl-CoA reductase,NADPH [endoplasmic_reticulum] + trans-tetracos-2-enoyl-coa [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + Tetracosanoyl-CoA [endoplasmic_reticulum],1.3.1.93,AFUA_4G10760,0,1000,0,Fatty acid metabolism,,ry42YCM606 [7]
,R749,trans-2-enoyl-CoA reductase,NADPH [endoplasmic_reticulum] + trans-hexacos-2-enoyl-CoA [endoplasmic_reticulum] --> NADP(+) [endoplasmic_reticulum] + hexacosanoyl-CoA [endoplasmic_reticulum],1.3.1.93,AFUA_4G10760,0,1000,0,Fatty acid metabolism,,ry43YCM606 [7]
