ID_old	ID_new	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	SUBSYSTEM
r189AORYZAER01357[p]	R289	Acetoacetate:CoA ligase (AMP-forming)	ATP [peroxisome] + coenzyme A [peroxisome] + acetoacetate [peroxisome] --> diphosphate [peroxisome] + AMP [peroxisome] + acetoacetyl-CoA [peroxisome]	6.2.1.16	AFUA_1G11880 or AFUA_8G04770	Butanoate metabolism
r809AORYZAER01360[c]	R290	(S)-3-hydroxy-3-methylglutaryl-CoA acetoacetate-lyase (acetyl-CoA-forming)	(S)-3-hydroxy-3-methylglutaryl-CoA [cytoplasm] --> acetyl-CoA [cytoplasm] + acetoacetate [cytoplasm]	4.1.3.4	AFUA_7G01720 or AFUA_2G12450	Butanoate metabolism
r809AORYZAER01360[m]	R291	(S)-3-hydroxy-3-methylglutaryl-CoA acetoacetate-lyase (acetyl-CoA-forming)	(S)-3-hydroxy-3-methylglutaryl-CoA [mitochondrion] --> acetyl-CoA [mitochondrion] + acetoacetate [mitochondrion]	4.1.3.4	AFUA_7G01720 or AFUA_2G12450	Butanoate metabolism
r904iLC915R03026[m]	R292	(S)-3-hydroxybutanoyl-CoA hydro-lyase	H2O [mitochondrion] + Crotonoyl-CoA [mitochondrion] <=> (S)-3-Hydroxybutanoyl-CoA [mitochondrion]	4.2.1.17	AFUA_2G10920 or AFUA_8G01210 or AFUA_3G14520	Butanoate metabolism
r92AORYZAER00410[m]	R293	succinyl-CoA:acetoacetate CoA-transferase	succinyl-CoA [mitochondrion] + acetoacetate [mitochondrion] --> succinate [mitochondrion] + acetoacetyl-CoA [mitochondrion]	2.8.3.5	AFUA_6G12250 or AFUA_3G04030 or AFUA_1G04120	Butanoate metabolism
ry116YCM606[p]	R294	2-enoyl-CoA hydratase (3-hydroxybutanoyl-CoA)	H2O [peroxisome] + Crotonoyl-CoA [peroxisome] <=> (3R)-3-Hydroxybutanoyl-CoA [peroxisome]	1.1.1.n12; 4.2.1.119	AFUA_1G01890 or AFUA_4G03900	Butanoate metabolism
R00025KEGGR00025[c]	R1633	ethylnitronate:oxygen 2-oxidoreductase (nitrite-forming)	oxygen [cytoplasm] + FMNH2 [cytoplasm] + ethylnitronate [cytoplasm] --> H2O [cytoplasm] + FMN [cytoplasm] + acetaldehyde [cytoplasm] + nitrite [cytoplasm]	1.13.12.16	AFUA_2G17430 or AFUA_7G03850	Nitrogen metabolism
R00025KEGGR00025[m]	R1634	ethylnitronate:oxygen 2-oxidoreductase (nitrite-forming)	oxygen [mitochondrion] + FMNH2 [mitochondrion] + ethylnitronate [mitochondrion] --> H2O [mitochondrion] + FMN [mitochondrion] + acetaldehyde [mitochondrion] + nitrite [mitochondrion]	1.13.12.16	AFUA_2G17430 or AFUA_7G03850	Nitrogen metabolism
R03120KEGGR03120[c]	R1635	Aromatic-amino-acid:2-oxoglutarate aminotransferase	2-oxoglutarate [cytoplasm] + Aromatic amino acid [cytoplasm] <=> L-glutamate [cytoplasm] + Aromatic oxo acid [cytoplasm]	2.6.1.57	AFUA_2G13630	Nitrogen metabolism
R03909KEGGR03909[c]	R1636	Monocarboxylic acid amide amidohydrolase	H2O [cytoplasm] + Monocarboxylic acid amide [cytoplasm] <=> Carboxylate [cytoplasm] + NH3 [cytoplasm]	3.5.1.4	AFUA_8G05220 or AFUA_5G01240 or AFUA_6G08000 or AFUA_1G14880 or AFUA_6G14410 or AFUA_5G00470 or AFUA_6G05020 or AFUA_5G09140	Nitrogen metabolism
R1011ANIGERR00796[c]	R1637	nitrite:NADP+ oxidoreductase; NADPH:nitrate oxidoreductase	NADPH [cytoplasm] + nitrate [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + nitrite [cytoplasm]	1.7.1.2; 1.7.1.3	AFUA_7G01580	Nitrogen metabolism
R1011ANIGERR00796[m]	R1638	nitrite:NADP+ oxidoreductase; NADPH:nitrate oxidoreductase	NADPH [mitochondrion] + nitrate [mitochondrion] --> H2O [mitochondrion] + NADP(+) [mitochondrion] + nitrite [mitochondrion]	1.7.1.2; 1.7.1.3	AFUA_7G01580	Nitrogen metabolism
R360ANIGERR00114[n]	R1639	L-glutamate:NADP+ oxidoreductase (transaminating)	NADPH [nucleus] + 2-oxoglutarate [nucleus] + L-glutamine [nucleus] --> NADP(+) [nucleus] + 2.0 L-glutamate [nucleus]	1.4.1.13	AFUA_1G07380	Nitrogen metabolism
R360ANIGERR00114[c]	R1640	L-glutamate:NADP+ oxidoreductase (transaminating)	NADPH [cytoplasm] + 2-oxoglutarate [cytoplasm] + L-glutamine [cytoplasm] --> NADP(+) [cytoplasm] + 2.0 L-glutamate [cytoplasm]	1.4.1.13	AFUA_1G07380	Nitrogen metabolism
oryzae_525[n]	R1641	Nitrite reductase	3.0 NADPH [nucleus] + nitrite [nucleus] --> H2O [nucleus] + 3.0 NADP(+) [nucleus] + ammonium hydroxide [nucleus]	1.7.1.4	AFUA_1G12840	Nitrogen metabolism
oryzae_525[c]	R1642	Nitrite reductase	3.0 NADPH [cytoplasm] + nitrite [cytoplasm] --> H2O [cytoplasm] + 3.0 NADP(+) [cytoplasm] + ammonium hydroxide [cytoplasm]	1.7.1.4	AFUA_1G12840	Nitrogen metabolism
oryzae_544[c]	R1643	Spontaneous conversion	H2O [cytoplasm] + NH3 [cytoplasm] <=> ammonium hydroxide [cytoplasm]			Nitrogen metabolism
r0470YCM606R00243[c]	R1644	L-glutamate:NAD+ oxidoreductase (deaminating)	H2O [cytoplasm] + NAD(+) [cytoplasm] + L-glutamate [cytoplasm] <-- NADH [cytoplasm] + 2-oxoglutarate [cytoplasm] + NH3 [cytoplasm]	1.4.1.2; 1.4.1.3	AFUA_2G06000	Nitrogen metabolism
r0471YCM606R00248[c]	R1645	L-glutamate:NADP+ oxidoreductase (deaminating)	NADPH [cytoplasm] + 2-oxoglutarate [cytoplasm] + NH3 [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + L-glutamate [cytoplasm]	1.4.1.3; 1.4.1.4; 1.4.1.13	AFUA_4G06620	Nitrogen metabolism
r0472YCM606R00093[c]	R1646	L-glutamate:NAD+ oxidoreductase (transaminating)	NADH [cytoplasm] + 2-oxoglutarate [cytoplasm] + L-glutamine [cytoplasm] --> NAD(+) [cytoplasm] + 2.0 L-glutamate [cytoplasm]	1.4.1.14	AFUA_1G07380	Nitrogen metabolism
r111[n]	R1647	Urea carboxylase	H2O [nucleus] + ATP [nucleus] + CO2 [nucleus] + urea [nucleus] --> ADP [nucleus] + phosphate [nucleus] + urea-1-carboxylate [nucleus]	6.3.4.6	AFUA_1G15520	Nitrogen metabolism
r111[c]	R1648	Urea carboxylase	H2O [cytoplasm] + ATP [cytoplasm] + CO2 [cytoplasm] + urea [cytoplasm] --> ADP [cytoplasm] + phosphate [cytoplasm] + urea-1-carboxylate [cytoplasm]	6.3.4.6	AFUA_1G15520	Nitrogen metabolism
r1157iAL1006R00787[n]	R1649	ammonia:NAD+ oxidoreductase	3.0 NADPH [nucleus] + nitrite [nucleus] --> 2.0 H2O [nucleus] + 3.0 NADP(+) [nucleus] + NH3 [nucleus]	1.7.1.4	AFUA_1G12840	Nitrogen metabolism
r1157iAL1006R00787[c]	R1650	ammonia:NAD+ oxidoreductase	3.0 NADPH [cytoplasm] + nitrite [cytoplasm] --> 2.0 H2O [cytoplasm] + 3.0 NADP(+) [cytoplasm] + NH3 [cytoplasm]	1.7.1.4	AFUA_1G12840	Nitrogen metabolism
r1161iAL1006R00025[c]	R1651	ethylnitronate:oxygen 2-oxidoreductase (nitrite-forming)	NADH [cytoplasm] + oxygen [cytoplasm] + ethylnitronate [cytoplasm] --> H2O [cytoplasm] + NAD(+) [cytoplasm] + acetaldehyde [cytoplasm] + nitrite [cytoplasm]	1.13.12.16	AFUA_2G17430 or AFUA_7G03850	Nitrogen metabolism
r1161iAL1006R00025[m]	R1652	ethylnitronate:oxygen 2-oxidoreductase (nitrite-forming)	NADH [mitochondrion] + oxygen [mitochondrion] + ethylnitronate [mitochondrion] --> H2O [mitochondrion] + NAD(+) [mitochondrion] + acetaldehyde [mitochondrion] + nitrite [mitochondrion]	1.13.12.16	AFUA_2G17430 or AFUA_7G03850	Nitrogen metabolism
r173[n]	R1653	Urea carboxylase	H2O [nucleus] + urea [nucleus] <=> CO2 [nucleus] + 2.0 NH3 [nucleus]	3.5.1.5	AFUA_1G04550	Nitrogen metabolism
r400[n]	R1654	Nitrite reductase	3.0 NADPH [nucleus] + nitrite [nucleus] --> H2O [nucleus] + 3.0 NADP(+) [nucleus] + Ammonium hydroxide [nucleus]	1.7.1.4	AFUA_1G12840	Nitrogen metabolism
r400[c]	R1655	Nitrite reductase	3.0 NADPH [cytoplasm] + nitrite [cytoplasm] --> H2O [cytoplasm] + 3.0 NADP(+) [cytoplasm] + Ammonium hydroxide [cytoplasm]	1.7.1.4	AFUA_1G12840	Nitrogen metabolism
r495[n]	R1656	Urea carboxylase	H2O [nucleus] + ATP [nucleus] + CO2 [nucleus] + urea [nucleus] --> ADP [nucleus] + phosphate [nucleus] + urea-1-carboxylate [nucleus]	6.3.4.6	AFUA_1G15520	Nitrogen metabolism
r495[c]	R1657	Urea carboxylase	H2O [cytoplasm] + ATP [cytoplasm] + CO2 [cytoplasm] + urea [cytoplasm] --> ADP [cytoplasm] + phosphate [cytoplasm] + urea-1-carboxylate [cytoplasm]	6.3.4.6	AFUA_1G15520	Nitrogen metabolism
r527AORYZAER00794[n]	R1658	nitrite:NAD+ oxidoreductase; NADH:nitrate oxidoreductase	NADH [nucleus] + nitrate [nucleus] --> H2O [nucleus] + NAD(+) [nucleus] + nitrite [nucleus]	1.7.1.1; 1.7.1.2	AFUA_5G10420	Nitrogen metabolism
r527AORYZAER00794[c]	R1659	nitrite:NAD+ oxidoreductase; NADH:nitrate oxidoreductase	NADH [cytoplasm] + nitrate [cytoplasm] --> H2O [cytoplasm] + NAD(+) [cytoplasm] + nitrite [cytoplasm]	1.7.1.1; 1.7.1.2	AFUA_5G10420	Nitrogen metabolism
r535AORYZAER00540[c]	R1660	Nitrile aminohydrolase	2.0 H2O [cytoplasm] + nitrile [cytoplasm] --> Carboxylate [cytoplasm] + NH3 [cytoplasm]	3.5.5.1; 3.5.5.2; 3.5.5.5; 3.5.5.7	AFUA_6G13450 or AFUA_8G01780	Nitrogen metabolism
r535AORYZAER00540[m]	R1661	Nitrile aminohydrolase	2.0 H2O [mitochondrion] + nitrile [mitochondrion] --> Carboxylate [mitochondrion] + NH3 [mitochondrion]	3.5.5.1; 3.5.5.2; 3.5.5.5; 3.5.5.7	AFUA_6G13450 or AFUA_8G01780	Nitrogen metabolism
r546AORYZAER03546[c]	R1662	carbamate hydro-lyase;///cyanate hydratase;///cyanate C-N-lyase	H2O [cytoplasm] + cyanate [cytoplasm] --> carbamate [cytoplasm]	4.2.1.104	AFUA_2G16530	Nitrogen metabolism
r546AORYZAER03546[m]	R1663	carbamate hydro-lyase;///cyanate hydratase;///cyanate C-N-lyase	H2O [mitochondrion] + cyanate [mitochondrion] --> carbamate [mitochondrion]	4.2.1.104	AFUA_2G16530	Nitrogen metabolism
r563[c]	R1664	Ureidoglycolate hydrolase	(-)-ureidoglycolate [cytoplasm] --> glyoxylate [cytoplasm] + urea [cytoplasm]	4.3.2.3	AFUA_8G04760	Nitrogen metabolism
r563[p]	R1665	Ureidoglycolate hydrolase	(-)-ureidoglycolate [peroxisome] --> glyoxylate [peroxisome] + urea [peroxisome]	4.3.2.3	AFUA_8G04760	Nitrogen metabolism
r860[m]	R1666	nitric-oxide:ferricytochrome-c oxidoreductase	H2O [mitochondrion] + Ferricytochrome c [mitochondrion] + nitric oxide [mitochondrion] <=> nitrite [mitochondrion] + Ferrocytochrome c [mitochondrion]	1.7.2.1	AFUA_3G14950	Nitrogen metabolism
r877[n]	R1667	Urea carboxylase	urea-1-carboxylate [nucleus] --> 2.0 CO2 [nucleus] + 2.0 NH3 [nucleus]	6.3.4.6	AFUA_1G15520	Nitrogen metabolism
r877[c]	R1668	Urea carboxylase	urea-1-carboxylate [cytoplasm] --> 2.0 CO2 [cytoplasm] + 2.0 NH3 [cytoplasm]	6.3.4.6	AFUA_1G15520	Nitrogen metabolism
R01931KEGGR01931[n]	R2569	thiosulfate:cyanide sulfurtranserase	CN- [nucleus] + thiosulfate [nucleus] <=> sulfite [nucleus] + thiocyanate [nucleus]	2.8.1.1	AFUA_7G01370 or AFUA_8G01800	Sulfur metabolism
R01931KEGGR01931[c]	R2570	thiosulfate:cyanide sulfurtranserase	CN- [cytoplasm] + thiosulfate [cytoplasm] <=> sulfite [cytoplasm] + thiocyanate [cytoplasm]	2.8.1.1	AFUA_7G01370 or AFUA_8G01800	Sulfur metabolism
R01931KEGGR01931[m]	R2571	thiosulfate:cyanide sulfurtranserase	CN- [mitochondrion] + thiosulfate [mitochondrion] <=> sulfite [mitochondrion] + thiocyanate [mitochondrion]	2.8.1.1	AFUA_7G01370 or AFUA_8G01800	Sulfur metabolism
R1003ANIGERR00858[n]	R2572	hydrogen-sulfide:NADP+ oxidoreductase	3.0 NADPH [nucleus] + sulfite [nucleus] <=> 3.0 H2O [nucleus] + 3.0 NADP(+) [nucleus] + H2S [nucleus]	1.8.1.2	AFUA_2G15590 and AFUA_6G08920	Sulfur metabolism
R1003ANIGERR00858[c]	R2573	hydrogen-sulfide:NADP+ oxidoreductase	3.0 NADPH [cytoplasm] + sulfite [cytoplasm] <=> 3.0 H2O [cytoplasm] + 3.0 NADP(+) [cytoplasm] + H2S [cytoplasm]	1.8.1.2	AFUA_2G15590 and AFUA_6G08920	Sulfur metabolism
R1006ANIGERR02021[n]	R2574	"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)"	"3'-phospho-5'-adenylyl sulfate [nucleus] + Reduced thioredoxin [nucleus] --> adenosine 3',5'-bisphosphate [nucleus] + sulfite [nucleus] + Oxidized thioredoxin [nucleus]"	1.8.4.8	AFUA_3G06540	Sulfur metabolism
R1006ANIGERR02021[c]	R2575	"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)"	"3'-phospho-5'-adenylyl sulfate [cytoplasm] + Reduced thioredoxin [cytoplasm] --> adenosine 3',5'-bisphosphate [cytoplasm] + sulfite [cytoplasm] + Oxidized thioredoxin [cytoplasm]"	1.8.4.8	AFUA_3G06540	Sulfur metabolism
R11929KEGGR11929[m]	R2576	"sulfide:glutathione,quinone oxidoreductase"	"glutathione [mitochondrion] + H2S [mitochondrion] + 1,4-benzoquinone [mitochondrion] --> benzene-1,4-diol [mitochondrion] + S-sulfanylglutathione [mitochondrion]"	1.8.5.8	AFUA_7G00350	Sulfur metabolism
THIOSULFATESULFURTRANSFERASERXNMetaCyc[n]	R2577	thiosulfate:cyanide sulfurtranserase	thiosulfate [nucleus] + hydrogen cyanide [nucleus] <=> sulfite [nucleus] + thiocyanate [nucleus]	2.8.1.1	AFUA_7G01370 or AFUA_8G01800	Sulfur metabolism
THIOSULFATESULFURTRANSFERASERXNMetaCyc[c]	R2578	thiosulfate:cyanide sulfurtranserase	thiosulfate [cytoplasm] + hydrogen cyanide [cytoplasm] <=> sulfite [cytoplasm] + thiocyanate [cytoplasm]	2.8.1.1	AFUA_7G01370 or AFUA_8G01800	Sulfur metabolism
THIOSULFATESULFURTRANSFERASERXNMetaCyc[m]	R2579	thiosulfate:cyanide sulfurtranserase	thiosulfate [mitochondrion] + hydrogen cyanide [mitochondrion] <=> sulfite [mitochondrion] + thiocyanate [mitochondrion]	2.8.1.1	AFUA_7G01370 or AFUA_8G01800	Sulfur metabolism
r0032YCM606R00188[c]	R2580	"adenosine-3',5'-bisphosphate 3'-phosphohydrolase"	"H2O [cytoplasm] + adenosine 3',5'-bisphosphate [cytoplasm] --> phosphate [cytoplasm] + AMP [cytoplasm]"	3.1.3.7; 3.1.3.97	AFUA_4G04200 or AFUA_6G09070	Sulfur metabolism
r0154YCM606R00509[m]	R2581	ATP:adenylylsulfate 3'-phosphotransferase	ATP [mitochondrion] + 5'-adenylyl sulfate [mitochondrion] --> ADP [mitochondrion] + 3'-phospho-5'-adenylyl sulfate [mitochondrion]	2.7.1.25	AFUA_1G10820	Sulfur metabolism
r0312YCM606R00897[c]	R2582	O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase; O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide)	H2S [cytoplasm] + O-acetyl-L-serine [cytoplasm] --> acetate [cytoplasm] + L-cysteine [cytoplasm]	2.5.1.47; 2.5.1.65	AFUA_8G05200 or AFUA_4G03930 or AFUA_5G04250	Sulfur metabolism
r0312YCM606R00897[m]	R2583	O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase; O3-acetyl-L-serine acetate-lyase (adding hydrogen sulfide)	H2S [mitochondrion] + O-acetyl-L-serine [mitochondrion] --> acetate [mitochondrion] + L-cysteine [mitochondrion]	2.5.1.47; 2.5.1.65	AFUA_5G02180	Sulfur metabolism
r0604iAL1006R01288[n]	R2584	O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding hydrogen sulfide)	H2S [nucleus] + O-succinyl-L-homoserine [nucleus] --> succinate [nucleus] + L-homocysteine [nucleus]	2.5.1.48; 2.5.1.-	AFUA_3G05480	Sulfur metabolism
r0604iAL1006R01288[c]	R2585	O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding hydrogen sulfide)	H2S [cytoplasm] + O-succinyl-L-homoserine [cytoplasm] --> succinate [cytoplasm] + L-homocysteine [cytoplasm]	2.5.1.48; 2.5.1.-	AFUA_3G05480	Sulfur metabolism
r0992YCM606R00586[c]	R2586	acetyl-CoA:L-serine O-acetyltransferase	acetyl-CoA [cytoplasm] + L-serine [cytoplasm] --> coenzyme A [cytoplasm] + O-acetyl-L-serine [cytoplasm]	2.3.1.30	(AFUA_4G11910 and AFUA_4G06010) or (AFUA_4G11910 and AFUA_4G06010 and AFUA_1G09600)	Sulfur metabolism
r1025YCM606R00529[c]	R2587	ATP:sulfate adenylyltransferase	ATP [cytoplasm] + sulfate [cytoplasm] --> diphosphate [cytoplasm] + 5'-adenylyl sulfate [cytoplasm]	2.7.7.4	AFUA_3G06530	Sulfur metabolism
r523AORYZAER00533[n]	R2588	Sulfite:oxygen oxidoreductase	H2O [nucleus] + oxygen [nucleus] + sulfite [nucleus] --> H2O2 [nucleus] + sulfate [nucleus]	1.8.3.1	AFUA_5G02190	Sulfur metabolism
r523AORYZAER00533[c]	R2589	Sulfite:oxygen oxidoreductase	H2O [cytoplasm] + oxygen [cytoplasm] + sulfite [cytoplasm] --> H2O2 [cytoplasm] + sulfate [cytoplasm]	1.8.3.1	AFUA_5G02190	Sulfur metabolism
r734iLC915R00508[c]	R2590	3'-phospho-5'-adenylyl sulfate 3'-phosphohydrolase	H2O [cytoplasm] + 3'-phospho-5'-adenylyl sulfate [cytoplasm] --> phosphate [cytoplasm] + 5'-adenylyl sulfate [cytoplasm]	3.1.3.7	AFUA_4G04200 or AFUA_6G09070	Sulfur metabolism
R01279KEGGR01279[p]	R493	"palmitoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	FAD [peroxisome] + palmitoyl-CoA [peroxisome] <-- FADH2 [peroxisome] + trans-hexadec-2-enoyl-CoA [peroxisome]	1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.8.9; 1.3.99.-	AFUA_7G06090 or AFUA_5G06500 or AFUA_7G06100	Fatty acid metabolism
R01279KEGGR01279[m]	R494	"palmitoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	FAD [mitochondrion] + palmitoyl-CoA [mitochondrion] <-- FADH2 [mitochondrion] + trans-hexadec-2-enoyl-CoA [mitochondrion]	1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.8.9; 1.3.99.-	AFUA_7G06510	Fatty acid metabolism
R01598KEGGR01598[n]	R495	Arachidonate:CoA ligase (AMP-forming)	ATP [nucleus] + coenzyme A [nucleus] + arachidonate [nucleus] --> diphosphate [nucleus] + AMP [nucleus] + arachidonyl-CoA [nucleus]	6.2.1.15	AFUA_1G16810	Fatty acid metabolism
R01598KEGGR01598[c]	R496	Arachidonate:CoA ligase (AMP-forming)	ATP [cytoplasm] + coenzyme A [cytoplasm] + arachidonate [cytoplasm] --> diphosphate [cytoplasm] + AMP [cytoplasm] + arachidonyl-CoA [cytoplasm]	6.2.1.15	AFUA_1G16810	Fatty acid metabolism
R02685KEGGR02685[c]	R497	(3S)-3-hydroxyacyl-CoA hydro-lyase	"(3S)-3-Hydroxyacyl-CoA [cytoplasm] <=> H2O [cytoplasm] + trans-2,3-didehydroacyl-CoA [cytoplasm]"	4.2.1.17; 4.2.1.74	AFUA_2G10920 or AFUA_8G01210	Fatty acid metabolism
R02685KEGGR02685[m]	R498	(3S)-3-hydroxyacyl-CoA hydro-lyase	"(3S)-3-Hydroxyacyl-CoA [mitochondrion] <=> H2O [mitochondrion] + trans-2,3-didehydroacyl-CoA [mitochondrion]"	4.2.1.17; 4.2.1.74	AFUA_2G10920 or AFUA_8G01210	Fatty acid metabolism
R02878KEGGR02878[c]	R499	1-Octanol:NAD+ oxidoreductase	NAD(+) [cytoplasm] + octanol [cytoplasm] <-- NADH [cytoplasm] + octanal [cytoplasm]	1.1.1.1; 1.1.1.73	AFUA_2G04590 or AFUA_2G01040 or AFUA_5G06240 or AFUA_7G04380 or AFUA_7G01010	Fatty acid metabolism
R03776KEGGR03776[m]	R500	trans-Oct-2-enoyl-CoA reductase	NADP(+) [mitochondrion] + octanoyl-CoA [mitochondrion] <-- NADPH [mitochondrion] + trans-oct-2-enoyl-CoA [mitochondrion]	1.3.1.8; 1.3.1.38	AFUA_3G04150	Fatty acid metabolism
R03777KEGGR03777[p]	R501	octanoyl-CoA:electron-transfer flavoprotein 2-oxidoreductase	FAD [peroxisome] + octanoyl-CoA [peroxisome] <-- FADH2 [peroxisome] + trans-oct-2-enoyl-CoA [peroxisome]	1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.99.-	AFUA_7G06090 or AFUA_5G06500 or AFUA_7G06100	Fatty acid metabolism
R03777KEGGR03777[m]	R502	octanoyl-CoA:electron-transfer flavoprotein 2-oxidoreductase	FAD [mitochondrion] + octanoyl-CoA [mitochondrion] <-- FADH2 [mitochondrion] + trans-oct-2-enoyl-CoA [mitochondrion]	1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.99.-	AFUA_7G06510	Fatty acid metabolism
R03856KEGGR03856[m]	R503	trans-Dodec-2-enoyl-CoA reductase	NADP(+) [mitochondrion] + lauroyl-CoA [mitochondrion] <-- NADPH [mitochondrion] + trans-dodec-2-enoyl-CoA [mitochondrion]	1.3.1.8; 1.3.1.38	AFUA_3G04150	Fatty acid metabolism
R03857KEGGR03857[p]	R504	"lauroyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	FAD [peroxisome] + lauroyl-CoA [peroxisome] --> FADH2 [peroxisome] + trans-dodec-2-enoyl-CoA [peroxisome]	1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.99.-	AFUA_7G06090 or AFUA_5G06500 or AFUA_7G06100	Fatty acid metabolism
R03857KEGGR03857[m]	R505	"lauroyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	FAD [mitochondrion] + lauroyl-CoA [mitochondrion] --> FADH2 [mitochondrion] + trans-dodec-2-enoyl-CoA [mitochondrion]	1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.99.-	AFUA_7G06510	Fatty acid metabolism
R03990KEGGR03990[p]	R506	"tetradecanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	FAD [peroxisome] + myristoyl-CoA [peroxisome] <-- FADH2 [peroxisome] + trans-tetradec-2-enoyl-CoA [peroxisome]	1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.8.9; 1.3.99.-	AFUA_7G06090 or AFUA_5G06500 or AFUA_7G06100	Fatty acid metabolism
R03990KEGGR03990[m]	R507	"tetradecanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	FAD [mitochondrion] + myristoyl-CoA [mitochondrion] <-- FADH2 [mitochondrion] + trans-tetradec-2-enoyl-CoA [mitochondrion]	1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.8.9; 1.3.99.-	AFUA_7G06510	Fatty acid metabolism
R04100KEGGR04100[c]	R508	3-cis-Dodecenoyl-CoA delta3-cis-delta2-trans-isomerase	3-cis-dodecenoyl-CoA [cytoplasm] <=> trans-dodec-2-enoyl-CoA [cytoplasm]	5.3.3.8	AFUA_6G04040	Fatty acid metabolism
R04745KEGGR04745[p]	R509	(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase	NAD(+) [peroxisome] + 3-hydroxyoctanoyl-CoA [peroxisome] --> NADH [peroxisome] + 3-oxooctanoyl-CoA [peroxisome]	1.1.1.35; 1.1.1.211	AFUA_4G03900	Fatty acid metabolism
R04748KEGGR04748[p]	R510	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase	NAD(+) [peroxisome] + 3-hydroxyhexanoyl-CoA [peroxisome] --> NADH [peroxisome] + 3-oxohexanoyl-CoA [peroxisome]	1.1.1.35; 1.1.1.211	AFUA_4G03900	Fatty acid metabolism
R04751KEGGR04751[p]	R511	"hexanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	FAD [peroxisome] + hexanoyl-CoA [peroxisome] <-- FADH2 [peroxisome] + trans-hex-2-enoyl-CoA [peroxisome]	1.3.3.6; 1.3.8.1; 1.3.8.7; 1.3.8.8; 1.3.99.-	AFUA_7G06090 or AFUA_5G06500 or AFUA_7G06100	Fatty acid metabolism
R04751KEGGR04751[m]	R512	"hexanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	FAD [mitochondrion] + hexanoyl-CoA [mitochondrion] <-- FADH2 [mitochondrion] + trans-hex-2-enoyl-CoA [mitochondrion]	1.3.3.6; 1.3.8.1; 1.3.8.7; 1.3.8.8; 1.3.99.-	AFUA_7G06510	Fatty acid metabolism
R04753KEGGR04753[m]	R513	trans-Dec-2-enoyl-CoA reductase	NADP(+) [mitochondrion] + decanoyl-CoA [mitochondrion] <-- NADPH [mitochondrion] + trans-dec-2-enoyl-CoA [mitochondrion]	1.3.1.8; 1.3.1.38	AFUA_3G04150	Fatty acid metabolism
R04754KEGGR04754[p]	R514	"decanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	FAD [peroxisome] + decanoyl-CoA [peroxisome] <-- FADH2 [peroxisome] + trans-dec-2-enoyl-CoA [peroxisome]	1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.99.-	AFUA_7G06090 or AFUA_5G06500 or AFUA_7G06100	Fatty acid metabolism
R04754KEGGR04754[m]	R515	"decanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	FAD [mitochondrion] + decanoyl-CoA [mitochondrion] <-- FADH2 [mitochondrion] + trans-dec-2-enoyl-CoA [mitochondrion]	1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.99.-	AFUA_7G06510	Fatty acid metabolism
R04756KEGGR04756[c]	R516	"cis,cis-3,6-Dodecadienoyl-CoA delta3-cis-delta2-trans-isomerase"	"cis,cis-3,6-Dodecadienoyl-CoA [cytoplasm] <=> trans,cis-Lauro-2,6-dienoyl-CoA [cytoplasm]"	5.3.3.8	AFUA_6G04040	Fatty acid metabolism
